Value,Condition
0.2247711718082428,Clean (a>b → Yes)
-0.20403870940208435,Clean (a>b → Yes)
-0.10135608166456223,Clean (a>b → Yes)
0.16547834873199463,Clean (a>b → Yes)
-0.08829513937234879,Clean (a>b → Yes)
0.16882586479187012,Clean (a>b → Yes)
0.002371949376538396,Clean (a>b → Yes)
-0.04484304413199425,Clean (a>b → Yes)
-0.15783973038196564,Clean (a>b → Yes)
-0.13646990060806274,Clean (a>b → Yes)
-0.08297843486070633,Clean (a>b → Yes)
0.1256050318479538,Clean (a>b → Yes)
-0.14009995758533478,Clean (a>b → Yes)
-0.015212317928671837,Clean (a>b → Yes)
-0.18503479659557343,Clean (a>b → Yes)
-0.14936448633670807,Clean (a>b → Yes)
0.14804179966449738,Clean (a>b → Yes)
0.03510589152574539,Clean (a>b → Yes)
0.0003836528048850596,Clean (a>b → Yes)
-0.05502864718437195,Clean (a>b → Yes)
0.15361365675926208,Clean (a>b → Yes)
-0.15698617696762085,Clean (a>b → Yes)
0.2272977977991104,Clean (a>b → Yes)
-0.022217707708477974,Clean (a>b → Yes)
-0.1018662378191948,Clean (a>b → Yes)
-0.1815943866968155,Clean (a>b → Yes)
-0.14626780152320862,Clean (a>b → Yes)
-0.14807358384132385,Clean (a>b → Yes)
-0.048088908195495605,Clean (a>b → Yes)
0.011732511222362518,Clean (a>b → Yes)
-0.08337141573429108,Clean (a>b → Yes)
0.16620901226997375,Clean (a>b → Yes)
-0.14585821330547333,Clean (a>b → Yes)
-0.15347003936767578,Clean (a>b → Yes)
-0.0034429491497576237,Clean (a>b → Yes)
-0.12303187698125839,Clean (a>b → Yes)
-0.14801356196403503,Clean (a>b → Yes)
-0.14548589289188385,Clean (a>b → Yes)
-0.10380099713802338,Clean (a>b → Yes)
-0.0736827403306961,Clean (a>b → Yes)
-0.17138761281967163,Clean (a>b → Yes)
0.1743415892124176,Clean (a>b → Yes)
-0.0978180393576622,Clean (a>b → Yes)
0.013750487938523293,Clean (a>b → Yes)
-0.042228784412145615,Clean (a>b → Yes)
0.038449667394161224,Clean (a>b → Yes)
-0.10760930180549622,Clean (a>b → Yes)
-0.14626023173332214,Clean (a>b → Yes)
-0.09276973456144333,Clean (a>b → Yes)
-0.2517944574356079,Clean (a>b → Yes)
-0.1529817283153534,Clean (a>b → Yes)
-0.012656261213123798,Clean (a>b → Yes)
-0.10337795317173004,Clean (a>b → Yes)
-0.10958471149206161,Clean (a>b → Yes)
-0.178428053855896,Clean (a>b → Yes)
-0.050273776054382324,Clean (a>b → Yes)
-0.2962982654571533,Clean (a>b → Yes)
-0.10484436899423599,Clean (a>b → Yes)
-0.07202531397342682,Clean (a>b → Yes)
-0.08405756950378418,Clean (a>b → Yes)
-0.04594625532627106,Clean (a>b → Yes)
-0.19081631302833557,Clean (a>b → Yes)
-0.18471457064151764,Clean (a>b → Yes)
0.10775649547576904,Clean (a>b → Yes)
-0.2098899483680725,Clean (a>b → Yes)
-0.15199193358421326,Clean (a>b → Yes)
0.2127447873353958,Clean (a>b → Yes)
-0.17045868933200836,Clean (a>b → Yes)
-0.1741519570350647,Clean (a>b → Yes)
-0.0783412903547287,Clean (a>b → Yes)
-0.19877435266971588,Clean (a>b → Yes)
0.13932600617408752,Clean (a>b → Yes)
0.12852802872657776,Clean (a>b → Yes)
0.11893702298402786,Clean (a>b → Yes)
-0.09759654849767685,Clean (a>b → Yes)
-0.3433346450328827,Clean (a>b → Yes)
-0.22827307879924774,Clean (a>b → Yes)
-0.0692802295088768,Clean (a>b → Yes)
0.009364435449242592,Clean (a>b → Yes)
-0.025853941217064857,Clean (a>b → Yes)
-0.04770016670227051,Clean (a>b → Yes)
-0.10615520179271698,Clean (a>b → Yes)
0.26053276658058167,Clean (a>b → Yes)
-0.22087106108665466,Clean (a>b → Yes)
0.08706685155630112,Clean (a>b → Yes)
0.19181713461875916,Clean (a>b → Yes)
-0.06647627800703049,Clean (a>b → Yes)
-0.24067142605781555,Clean (a>b → Yes)
-0.0983147919178009,Clean (a>b → Yes)
-0.0704781711101532,Clean (a>b → Yes)
-0.1559813767671585,Clean (a>b → Yes)
-0.0783948078751564,Clean (a>b → Yes)
-0.12452372908592224,Clean (a>b → Yes)
-0.06514312326908112,Clean (a>b → Yes)
-0.12469063699245453,Clean (a>b → Yes)
-0.06179745867848396,Clean (a>b → Yes)
-0.06455439329147339,Clean (a>b → Yes)
-0.06531690806150436,Clean (a>b → Yes)
-0.10716549307107925,Clean (a>b → Yes)
0.025012938305735588,Clean (a>b → Yes)
0.30715787410736084,Corrupt (b>a → No)
0.18766678869724274,Corrupt (b>a → No)
0.20730014145374298,Corrupt (b>a → No)
0.4214625060558319,Corrupt (b>a → No)
0.14417017996311188,Corrupt (b>a → No)
0.2813766300678253,Corrupt (b>a → No)
0.3285806477069855,Corrupt (b>a → No)
0.2158692628145218,Corrupt (b>a → No)
-0.009616121649742126,Corrupt (b>a → No)
0.05999617278575897,Corrupt (b>a → No)
0.07160187512636185,Corrupt (b>a → No)
0.20550914108753204,Corrupt (b>a → No)
0.1337936669588089,Corrupt (b>a → No)
0.3269696533679962,Corrupt (b>a → No)
0.09846460074186325,Corrupt (b>a → No)
0.06800002604722977,Corrupt (b>a → No)
0.31895554065704346,Corrupt (b>a → No)
-0.11221663653850555,Corrupt (b>a → No)
0.1933065503835678,Corrupt (b>a → No)
0.19231541454792023,Corrupt (b>a → No)
0.20260225236415863,Corrupt (b>a → No)
0.08654334396123886,Corrupt (b>a → No)
0.5018652677536011,Corrupt (b>a → No)
0.2606123983860016,Corrupt (b>a → No)
0.18191686272621155,Corrupt (b>a → No)
0.010848334059119225,Corrupt (b>a → No)
0.11716713756322861,Corrupt (b>a → No)
-0.09658992290496826,Corrupt (b>a → No)
-0.04364452138543129,Corrupt (b>a → No)
0.09231671690940857,Corrupt (b>a → No)
0.19479745626449585,Corrupt (b>a → No)
0.3043972849845886,Corrupt (b>a → No)
0.08604327589273453,Corrupt (b>a → No)
0.11830970644950867,Corrupt (b>a → No)
0.11102272570133209,Corrupt (b>a → No)
-0.005543815903365612,Corrupt (b>a → No)
-0.02374017797410488,Corrupt (b>a → No)
0.13077938556671143,Corrupt (b>a → No)
0.0781278908252716,Corrupt (b>a → No)
0.16449813544750214,Corrupt (b>a → No)
0.1254177689552307,Corrupt (b>a → No)
0.19349372386932373,Corrupt (b>a → No)
0.19276200234889984,Corrupt (b>a → No)
0.10732649266719818,Corrupt (b>a → No)
0.24509011209011078,Corrupt (b>a → No)
0.22162868082523346,Corrupt (b>a → No)
0.10508653521537781,Corrupt (b>a → No)
0.026204392313957214,Corrupt (b>a → No)
0.26359686255455017,Corrupt (b>a → No)
0.006152545567601919,Corrupt (b>a → No)
0.1256270557641983,Corrupt (b>a → No)
-0.04314515367150307,Corrupt (b>a → No)
0.16119886934757233,Corrupt (b>a → No)
0.13588660955429077,Corrupt (b>a → No)
0.20579133927822113,Corrupt (b>a → No)
0.2707674503326416,Corrupt (b>a → No)
0.05411160737276077,Corrupt (b>a → No)
0.18663428723812103,Corrupt (b>a → No)
0.27312320470809937,Corrupt (b>a → No)
0.11022835969924927,Corrupt (b>a → No)
0.22575613856315613,Corrupt (b>a → No)
0.2167823165655136,Corrupt (b>a → No)
0.18046687543392181,Corrupt (b>a → No)
0.34094908833503723,Corrupt (b>a → No)
0.13930341601371765,Corrupt (b>a → No)
0.09468603879213333,Corrupt (b>a → No)
0.3296407461166382,Corrupt (b>a → No)
0.0008787133847363293,Corrupt (b>a → No)
-0.045626476407051086,Corrupt (b>a → No)
0.18912816047668457,Corrupt (b>a → No)
0.029645614326000214,Corrupt (b>a → No)
0.26876530051231384,Corrupt (b>a → No)
0.14509330689907074,Corrupt (b>a → No)
0.2399653047323227,Corrupt (b>a → No)
-0.0011705380165949464,Corrupt (b>a → No)
-0.03524938225746155,Corrupt (b>a → No)
-0.04769706726074219,Corrupt (b>a → No)
0.2389829307794571,Corrupt (b>a → No)
0.23947729170322418,Corrupt (b>a → No)
0.25808629393577576,Corrupt (b>a → No)
0.21145865321159363,Corrupt (b>a → No)
0.18897640705108643,Corrupt (b>a → No)
0.4051995575428009,Corrupt (b>a → No)
0.013364837504923344,Corrupt (b>a → No)
0.08082924038171768,Corrupt (b>a → No)
0.21521969139575958,Corrupt (b>a → No)
0.35344770550727844,Corrupt (b>a → No)
0.05661756545305252,Corrupt (b>a → No)
0.03537050262093544,Corrupt (b>a → No)
0.16762804985046387,Corrupt (b>a → No)
0.04234791547060013,Corrupt (b>a → No)
0.22891098260879517,Corrupt (b>a → No)
0.09869592636823654,Corrupt (b>a → No)
0.17970672249794006,Corrupt (b>a → No)
0.05082407221198082,Corrupt (b>a → No)
0.1384437531232834,Corrupt (b>a → No)
0.20427843928337097,Corrupt (b>a → No)
-0.02444676123559475,Corrupt (b>a → No)
-0.004525345750153065,Corrupt (b>a → No)
0.2903330624103546,Corrupt (b>a → No)
