layer,token,logit
0,Yes,-2.32171893119812
0,No,-4.434988975524902
1,Yes,-0.5993582010269165
1,No,-2.0854380130767822
2,Yes,-1.2781203985214233
2,No,-3.0697412490844727
3,Yes,-1.343038558959961
3,No,-3.1124396324157715
4,Yes,-0.024338722229003906
4,No,-1.1133689880371094
5,Yes,-0.11292922496795654
5,No,-1.6208198070526123
6,Yes,2.450256824493408
6,No,0.04095578193664551
7,Yes,0.7628158926963806
7,No,0.010912299156188965
8,Yes,-2.271392822265625
8,No,-1.7667325735092163
9,Yes,-0.9620604515075684
9,No,0.18288779258728027
10,Yes,0.6625509262084961
10,No,2.27931547164917
11,Yes,0.023775815963745117
11,No,1.6212332248687744
12,Yes,1.3791835308074951
12,No,2.1981868743896484
13,Yes,2.2750253677368164
13,No,3.2300662994384766
14,Yes,2.3730592727661133
14,No,2.766771078109741
15,Yes,5.617147445678711
15,No,6.103507995605469
16,Yes,5.994383811950684
16,No,7.274674892425537
17,Yes,8.636462211608887
17,No,9.383748054504395
18,Yes,9.669169425964355
18,No,10.061946868896484
19,Yes,13.272483825683594
19,No,12.351701736450195
20,Yes,18.64799690246582
20,No,19.62346839904785
21,Yes,20.28809356689453
21,No,22.43545150756836
22,Yes,22.79181671142578
22,No,25.690481185913086
23,Yes,28.21392250061035
23,No,31.032028198242188
24,Yes,34.009220123291016
24,No,36.67877197265625
25,Yes,36.91617965698242
25,No,44.55039978027344
26,Yes,40.27105712890625
26,No,47.41851806640625
27,Yes,39.955230712890625
27,No,49.81344223022461
28,Yes,39.30393600463867
28,No,49.436405181884766
29,Yes,37.55772399902344
29,No,47.894039154052734
30,Yes,33.45624923706055
30,No,44.127262115478516
31,Yes,39.60886764526367
31,No,48.42918014526367
